PRODUCTNAME,CATEGORY,MONTH,MONTHLYREVENUE,MONTHLYREVENUERANK,PREVIOUSMONTHSREVENUE,FIRSTMONTHREVENUE,TOTALREVENUE
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2017-08-01,1184.97,139,5924.85,9479.76,43843.89
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2017-09-01,8294.79,16,1184.97,9479.76,52138.68
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2017-12-01,1184.97,278,8294.79,9479.76,53323.65
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2018-08-01,11849.70,6,1184.97,9479.76,65173.35
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2018-11-01,4739.88,78,11849.70,9479.76,69913.23
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2018-12-01,10664.73,32,4739.88,9479.76,80577.96
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2019-03-01,5924.85,25,10664.73,9479.76,86502.81
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2019-08-01,4739.88,76,5924.85,9479.76,91242.69
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2019-10-01,1184.97,369,4739.88,9479.76,92427.66
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2020-01-01,3554.91,165,1184.97,9479.76,95982.57
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2020-06-01,1184.97,173,3554.91,9479.76,97167.54
"Adventure Works 40"" LCD HDTV M690 White",TV and Video,2020-09-01,2369.94,50,1184.97,9479.76,99537.48
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2016-05-01,5344.57,25,,5344.57,5344.57
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2016-07-01,3054.04,33,5344.57,5344.57,8398.61
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2016-12-01,2290.53,116,3054.04,5344.57,10689.14
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-01-01,3817.55,41,2290.53,5344.57,14506.69
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-02-01,1527.02,145,3817.55,5344.57,16033.71
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-05-01,5344.57,27,1527.02,5344.57,21378.28
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-08-01,1527.02,115,5344.57,5344.57,22905.30
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-09-01,9162.12,11,1527.02,5344.57,32067.42
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2017-11-01,3054.04,58,9162.12,5344.57,35121.46
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-02-01,5344.57,48,3054.04,5344.57,40466.03
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-05-01,1527.02,184,5344.57,5344.57,41993.05
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-06-01,763.51,312,1527.02,5344.57,42756.56
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-07-01,4581.06,40,763.51,5344.57,47337.62
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-08-01,6871.59,26,4581.06,5344.57,54209.21
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-10-01,1527.02,240,6871.59,5344.57,55736.23
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2018-11-01,9162.12,26,1527.02,5344.57,64898.35
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-05-01,2290.53,203,9162.12,5344.57,67188.88
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-07-01,763.51,427,2290.53,5344.57,67952.39
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-08-01,3054.04,140,763.51,5344.57,71006.43
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-09-01,2290.53,200,3054.04,5344.57,73296.96
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-10-01,1527.02,297,2290.53,5344.57,74823.98
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-11-01,3817.55,107,1527.02,5344.57,78641.53
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2019-12-01,14506.69,22,3817.55,5344.57,93148.22
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2020-01-01,1527.02,345,14506.69,5344.57,94675.24
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2020-05-01,1527.02,162,1527.02,5344.57,96202.26
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2020-07-01,1527.02,94,1527.02,5344.57,97729.28
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2020-09-01,3054.04,26,1527.02,5344.57,100783.32
"Adventure Works 42"" LCD HDTV M55 Black",TV and Video,2021-02-01,1527.02,102,3054.04,5344.57,102310.34
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-02-01,17399.94,4,,17399.94,17399.94
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-03-01,2899.99,27,17399.94,17399.94,20299.93
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-06-01,5799.98,12,2899.99,17399.94,26099.91
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-09-01,20299.93,1,5799.98,17399.94,46399.84
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-10-01,2899.99,54,20299.93,17399.94,49299.83
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2016-12-01,2899.99,92,2899.99,17399.94,52199.82
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2017-01-01,2899.99,67,2899.99,17399.94,55099.81
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2017-02-01,2899.99,67,2899.99,17399.94,57999.80
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2017-03-01,8699.97,5,2899.99,17399.94,66699.77
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2017-09-01,2899.99,56,8699.97,17399.94,69599.76
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-02-01,20299.93,6,2899.99,17399.94,89899.69
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-03-01,8699.97,6,20299.93,17399.94,98599.66
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-05-01,14499.95,3,8699.97,17399.94,113099.61
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-09-01,5799.98,43,14499.95,17399.94,118899.59
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-10-01,17399.94,5,5799.98,17399.94,136299.53
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-11-01,8699.97,33,17399.94,17399.94,144999.50
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2018-12-01,34799.88,1,8699.97,17399.94,179799.38
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-02-01,37699.87,4,34799.88,17399.94,217499.25
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-05-01,2899.99,165,37699.87,17399.94,220399.24
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-06-01,8699.97,25,2899.99,17399.94,229099.21
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-08-01,8699.97,22,8699.97,17399.94,237799.18
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-09-01,43499.85,1,8699.97,17399.94,281299.03
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-11-01,28999.90,3,43499.85,17399.94,310298.93
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2019-12-01,14499.95,23,28999.90,17399.94,324798.88
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2020-02-01,14499.95,22,14499.95,17399.94,339298.83
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2020-03-01,5799.98,21,14499.95,17399.94,345098.81
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2020-06-01,14499.95,5,5799.98,17399.94,359598.76
"Adventure Works 52"" LCD HDTV X590 Black",TV and Video,2021-01-01,14499.95,2,14499.95,17399.94,374098.71
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-01-01,8699.97,12,,8699.97,8699.97
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-02-01,11599.96,9,8699.97,8699.97,20299.93
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-05-01,2899.99,48,11599.96,8699.97,23199.92
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-07-01,20299.93,1,2899.99,8699.97,43499.85
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-08-01,17399.94,3,20299.93,8699.97,60899.79
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2016-12-01,23199.92,2,17399.94,8699.97,84099.71
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2017-01-01,5799.98,23,23199.92,8699.97,89899.69
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2017-10-01,2899.99,56,5799.98,8699.97,92799.68
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2017-11-01,11599.96,2,2899.99,8699.97,104399.64
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2017-12-01,26099.91,2,11599.96,8699.97,130499.55
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2018-09-01,8699.97,21,26099.91,8699.97,139199.52
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2018-11-01,5799.98,58,8699.97,8699.97,144999.50
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2018-12-01,23199.92,3,5799.98,8699.97,168199.42
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-02-01,14499.95,20,23199.92,8699.97,182699.37
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-05-01,2899.99,165,14499.95,8699.97,185599.36
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-06-01,11599.96,15,2899.99,8699.97,197199.32
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-07-01,5799.98,51,11599.96,8699.97,202999.30
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-08-01,14499.95,8,5799.98,8699.97,217499.25
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-09-01,2899.99,153,14499.95,8699.97,220399.24
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-10-01,17399.94,6,2899.99,8699.97,237799.18
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-11-01,34799.88,2,17399.94,8699.97,272599.06
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2019-12-01,5799.98,103,34799.88,8699.97,278399.04
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2020-01-01,2899.99,209,5799.98,8699.97,281299.03
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2020-02-01,2899.99,218,2899.99,8699.97,284199.02
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2020-03-01,14499.95,4,2899.99,8699.97,298698.97
"Adventure Works 52"" LCD HDTV X590 Brown",TV and Video,2020-05-01,11599.96,7,14499.95,8699.97,310298.93
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2016-01-01,17399.94,2,,17399.94,17399.94
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2016-02-01,40599.86,1,17399.94,17399.94,57999.80
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2016-03-01,5799.98,10,40599.86,17399.94,63799.78
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2016-06-01,2899.99,40,5799.98,17399.94,66699.77
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2016-07-01,2899.99,39,2899.99,17399.94,69599.76
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2017-07-01,26099.91,1,2899.99,17399.94,95699.67
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2017-09-01,2899.99,56,26099.91,17399.94,98599.66
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2017-10-01,14499.95,2,2899.99,17399.94,113099.61
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2017-11-01,5799.98,19,14499.95,17399.94,118899.59
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2017-12-01,2899.99,116,5799.98,17399.94,121799.58
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2018-02-01,26099.91,2,2899.99,17399.94,147899.49
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2018-03-01,14499.95,3,26099.91,17399.94,162399.44
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2018-05-01,20299.93,2,14499.95,17399.94,182699.37
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2018-06-01,40599.86,1,20299.93,17399.94,223299.23
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2018-11-01,8699.97,33,40599.86,17399.94,231999.20
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2019-01-01,20299.93,9,8699.97,17399.94,252299.13
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2019-02-01,20299.93,10,20299.93,17399.94,272599.06
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2019-03-01,8699.97,12,20299.93,17399.94,281299.03
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2019-05-01,20299.93,2,8699.97,17399.94,301598.96
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2020-05-01,17399.94,3,20299.93,17399.94,318998.90
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2020-08-01,14499.95,1,17399.94,17399.94,333498.85
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2020-12-01,14499.95,3,14499.95,17399.94,347998.80
"Adventure Works 52"" LCD HDTV X590 Silver",TV and Video,2021-01-01,5799.98,16,14499.95,17399.94,353798.78
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-01-01,2899.99,50,,2899.99,2899.99
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-02-01,37699.87,2,2899.99,2899.99,40599.86
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-04-01,8699.97,2,37699.87,2899.99,49299.83
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-05-01,28999.90,1,8699.97,2899.99,78299.73
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-07-01,2899.99,39,28999.90,2899.99,81199.72
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-08-01,14499.95,5,2899.99,2899.99,95699.67
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2016-12-01,11599.96,7,14499.95,2899.99,107299.63
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2017-02-01,5799.98,19,11599.96,2899.99,113099.61
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2017-03-01,2899.99,33,5799.98,2899.99,115999.60
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2017-08-01,17399.94,1,2899.99,2899.99,133399.54
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2018-02-01,20299.93,6,17399.94,2899.99,153699.47
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2018-10-01,5799.98,38,20299.93,2899.99,159499.45
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2018-11-01,2899.99,130,5799.98,2899.99,162399.44
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2018-12-01,2899.99,203,2899.99,2899.99,165299.43
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-01-01,49299.83,1,2899.99,2899.99,214599.26
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-06-01,8699.97,25,49299.83,2899.99,223299.23
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-07-01,23199.92,2,8699.97,2899.99,246499.15
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-09-01,14499.95,9,23199.92,2899.99,260999.10
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-10-01,8699.97,23,14499.95,2899.99,269699.07
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-11-01,63799.78,1,8699.97,2899.99,333498.85
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2019-12-01,17399.94,14,63799.78,2899.99,350898.79
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2020-02-01,37699.87,1,17399.94,2899.99,388598.66
"Adventure Works 52"" LCD HDTV X590 White",TV and Video,2021-02-01,5799.98,16,37699.87,2899.99,394398.64
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2016-08-01,6368.80,17,,6368.80,6368.80
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2016-11-01,11145.40,7,6368.80,6368.80,17514.20
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2016-12-01,4776.60,44,11145.40,6368.80,22290.80
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2017-01-01,9553.20,7,4776.60,6368.80,31844.00
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2017-05-01,3184.40,58,9553.20,6368.80,35028.40
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2017-11-01,7961.00,12,3184.40,6368.80,42989.40
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2017-12-01,1592.20,225,7961.00,6368.80,44581.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2018-05-01,1592.20,174,1592.20,6368.80,46173.80
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2018-07-01,3184.40,67,1592.20,6368.80,49358.20
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2018-09-01,14329.80,9,3184.40,6368.80,63688.00
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2018-10-01,12737.60,9,14329.80,6368.80,76425.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-02-01,7961.00,52,12737.60,6368.80,84386.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-06-01,1592.20,243,7961.00,6368.80,85978.80
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-07-01,1592.20,253,1592.20,6368.80,87571.00
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-09-01,4776.60,67,1592.20,6368.80,92347.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-10-01,6368.80,42,4776.60,6368.80,98716.40
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-11-01,1592.20,276,6368.80,6368.80,100308.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2019-12-01,4776.60,135,1592.20,6368.80,105085.20
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2020-02-01,9553.20,45,4776.60,6368.80,114638.40
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2020-05-01,1592.20,155,9553.20,6368.80,116230.60
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2020-11-01,4776.60,6,1592.20,6368.80,121007.20
"Adventure Works 52"" LCD HDTV X790W Black",TV and Video,2021-02-01,4776.60,22,4776.60,6368.80,125783.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2016-02-01,12737.60,7,,12737.60,12737.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2016-08-01,15922.00,4,12737.60,12737.60,28659.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2016-10-01,7961.00,11,15922.00,12737.60,36620.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2016-11-01,20698.60,2,7961.00,12737.60,57319.20
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2016-12-01,1592.20,185,20698.60,12737.60,58911.40
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2017-01-01,3184.40,59,1592.20,12737.60,62095.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2017-02-01,1592.20,137,3184.40,12737.60,63688.00
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2017-04-01,4776.60,2,1592.20,12737.60,68464.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2017-05-01,9553.20,9,4776.60,12737.60,78017.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2017-07-01,11145.40,2,9553.20,12737.60,89163.20
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2018-03-01,4776.60,20,11145.40,12737.60,93939.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2018-05-01,4776.60,55,4776.60,12737.60,98716.40
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2018-07-01,7961.00,18,4776.60,12737.60,106677.40
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2018-09-01,3184.40,102,7961.00,12737.60,109861.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-01-01,9553.20,25,3184.40,12737.60,119415.00
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-02-01,3184.40,168,9553.20,12737.60,122599.40
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-03-01,3184.40,68,3184.40,12737.60,125783.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-05-01,1592.20,281,3184.40,12737.60,127376.00
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-06-01,7961.00,29,1592.20,12737.60,135337.00
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-07-01,6368.80,42,7961.00,12737.60,141705.80
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-08-01,14329.80,9,6368.80,12737.60,156035.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-09-01,4776.60,67,14329.80,12737.60,160812.20
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2019-12-01,11145.40,37,4776.60,12737.60,171957.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2020-02-01,7961.00,59,11145.40,12737.60,179918.60
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2020-09-01,12737.60,2,7961.00,12737.60,192656.20
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2020-11-01,1592.20,46,12737.60,12737.60,194248.40
"Adventure Works 52"" LCD HDTV X790W Brown",TV and Video,2020-12-01,4776.60,29,1592.20,12737.60,199025.00
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-02-01,11145.40,10,,11145.40,11145.40
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-03-01,3184.40,23,11145.40,11145.40,14329.80
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-05-01,1592.20,91,3184.40,11145.40,15922.00
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-10-01,3184.40,47,1592.20,11145.40,19106.40
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-11-01,7961.00,13,3184.40,11145.40,27067.40
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2016-12-01,11145.40,8,7961.00,11145.40,38212.80
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2017-05-01,9553.20,9,11145.40,11145.40,47766.00
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2017-07-01,6368.80,12,9553.20,11145.40,54134.80
"Adventure Works 52"" LCD HDTV X790W Silver",TV and Video,2017-08-01,12737.60,4,6368.80,11145.40,66872.40
